User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Exercise_Type,Calories
10116277,male,48,177,86,27,114,41,Cardio,221
10135130,male,42,186,89,13,89,40.2,Machine,55
10123661,male,28,187,85,23,92,40.2,Cardio,89
10137959,female,49,172,71,13,91,39.9,Machine,62
10126548,male,79,175,83,14,93,40.2,Cardio,90
10140158,male,68,173,77,12,91,39.8,Machine,66
10128705,female,27,175,71,22,99,40.8,Cardio,115
10143692,male,33,195,94,12,81,40.3,Machine,32
10129534,male,23,177,85,22,113,40.7,Cardio,150
10145022,male,42,184,86,14,92,39.9,Machine,64
10131251,female,51,163,59,24,107,40.4,Cardio,160
10148267,male,31,178,80,13,94,39.8,Machine,55
10131926,male,21,187,84,27,97,40.8,Cardio,116
10153480,female,33,171,70,10,92,39.8,Machine,46
10132457,female,74,167,71,20,100,40.6,Cardio,123
10154011,male,60,182,90,11,90,40.2,Machine,58
10133801,female,67,165,65,24,103,40.4,Cardio,154
10156483,male,31,196,96,11,85,40.1,Machine,35
10134201,male,48,186,85,17,88,40.6,Cardio,72
10158414,female,63,161,57,11,89,40.1,Machine,55
10134350,male,63,182,86,14,96,40.1,Cardio,87
10159698,male,59,177,82,13,84,39.8,Machine,53
10134511,male,42,194,100,13,98,40.1,Cardio,75
10165882,male,65,183,82,11,87,39.6,Machine,53
10137583,male,26,187,82,29,107,40.2,Cardio,174
10168990,female,56,164,67,11,86,39.9,Machine,48
10137820,female,37,160,63,18,101,40.4,Cardio,103
10170142,male,55,182,87,12,95,39.8,Machine,68
10140238,female,52,157,56,16,93,40.2,Cardio,83
10175007,male,28,207,103,10,96,40.1,Machine,49
10146286,female,33,163,63,27,102,40.6,Cardio,155
10180496,female,36,157,56,12,82,39.7,Machine,45
10151428,female,32,162,65,16,94,40.1,Cardio,78
10187691,female,62,156,63,13,86,40.4,Machine,59
10153634,male,43,176,79,26,115,41.2,Cardio,207
10188164,female,47,176,77,15,87,39.8,Machine,63
10168643,male,26,197,90,24,104,40.7,Cardio,137
10196902,male,38,170,75,14,95,40.4,Machine,65
10171710,male,45,187,91,25,109,41,Cardio,185
10199610,female,32,166,66,14,89,39.9,Machine,60
10174029,female,64,174,72,28,108,40.9,Cardio,191
10201123,male,36,193,95,10,97,40,Machine,52
10174276,female,40,171,65,20,101,40.7,Cardio,115
10205621,male,26,191,98,11,101,40,Machine,60
10176870,female,44,174,75,27,105,40.8,Cardio,165
10206507,male,62,169,68,13,88,40.1,Machine,59
10190264,male,68,185,87,10,101,39.9,Cardio,72
10206919,female,26,164,61,12,88,40.2,Machine,50
10191695,male,21,200,98,29,111,40.7,Cardio,194
10210587,female,34,178,74,10,99,39.7,Machine,53
10192977,female,58,192,83,18,101,40.8,Cardio,105
10210809,male,39,174,76,17,83,40.5,Machine,49
10194818,female,60,161,64,21,100,40.3,Cardio,126
10212268,male,68,188,90,10,85,40.1,Machine,49
10196677,male,32,173,77,16,97,40,Cardio,75
10212340,female,31,161,57,11,96,40.2,Machine,57
10199291,female,73,181,76,19,106,40.4,Cardio,127
10217836,male,24,182,85,10,95,40,Machine,41
10201619,male,23,184,81,15,102,40.3,Cardio,76
10230653,male,42,176,76,12,96,40,Machine,60
10204638,male,59,172,80,16,102,40,Cardio,109
10231717,female,32,176,72,11,90,39.8,Machine,48
10204765,male,26,173,77,23,103,40.2,Cardio,121
10247441,male,24,176,76,10,82,39.8,Machine,20
10207164,male,69,180,86,28,112,40.9,Cardio,249
10250208,male,21,194,86,15,92,40.2,Machine,54
10207737,male,56,192,97,20,109,40.5,Cardio,161
10250780,female,38,172,65,11,93,39.6,Machine,53
10210251,male,49,180,81,21,103,40.4,Cardio,136
10252034,male,44,195,97,12,91,40.2,Machine,57
10211651,male,76,193,104,16,90,40.4,Cardio,101
10256991,male,26,189,90,10,87,39.6,Machine,31
10216276,male,57,180,87,19,90,40.2,Cardio,96
10268593,male,23,165,69,14,101,40.5,Machine,65
10219012,female,44,170,69,24,97,40.7,Cardio,128
10275249,female,50,187,76,11,91,40.1,Machine,52
10222741,male,28,173,73,20,104,40.2,Cardio,109
10283089,female,70,164,63,12,94,40.4,Machine,67
10224390,male,69,177,76,15,102,40.3,Cardio,108
10284121,female,53,159,64,11,95,39.9,Machine,59
10227445,female,55,170,69,14,104,40.3,Cardio,88
10288116,male,26,179,77,15,98,39.8,Machine,68
10234951,male,62,178,79,26,104,40.7,Cardio,187
10309291,female,51,160,58,11,87,39.7,Machine,50
10250910,male,53,199,95,13,93,40.1,Cardio,71
10323031,male,35,172,78,12,89,39.9,Machine,43
10254513,female,23,160,58,26,101,40.7,Cardio,144
10323475,male,44,177,77,13,95,40.2,Machine,64
10257114,female,79,165,65,29,106,40.8,Cardio,202
10329719,male,34,185,94,14,90,40.3,Machine,57
10258535,male,59,173,79,27,107,40.4,Cardio,203
10334352,male,35,179,83,16,93,40.3,Machine,69
10259305,male,38,192,90,25,101,41,Cardio,146
10334826,male,35,170,76,11,95,39.8,Machine,49
10260258,male,28,171,77,25,110,40.9,Cardio,161
10336550,male,50,193,92,13,93,39.7,Machine,68
10272678,male,41,185,88,19,97,40.1,Cardio,101
10338906,female,58,158,57,12,89,40,Machine,59
10274403,male,76,193,101,14,99,40.2,Cardio,106
10339282,male,26,179,71,16,97,40.3,Machine,68
10277943,female,21,166,62,26,113,40.7,Cardio,175
10341295,male,35,181,82,11,85,39.8,Machine,34
10279799,male,49,172,75,14,100,40,Cardio,82
10344110,male,62,172,81,14,88,40.5,Machine,68
10280733,female,60,162,59,24,112,40.6,Cardio,176
10347816,female,47,164,68,10,90,39.8,Machine,46
10295471,male,61,206,103,12,94,39.6,Cardio,74
10350432,male,26,194,101,17,83,40.5,Machine,47
10295845,male,45,198,100,16,97,39.9,Cardio,93
10351280,male,36,187,89,16,90,40.4,Machine,65
10295966,male,62,191,94,17,96,39.9,Cardio,108
10353488,female,37,165,61,12,98,40.1,Machine,65
10299836,female,60,173,71,14,93,40.1,Cardio,72
10383301,male,26,171,71,16,90,40.6,Machine,51
10301184,male,22,184,82,21,100,40.7,Cardio,100
10383335,male,44,171,75,13,94,39.9,Machine,62
10310404,female,23,169,68,25,114,40.9,Cardio,170
10385019,male,22,190,94,15,91,40.2,Machine,55
10315558,male,31,186,85,28,106,40.8,Cardio,172
10388146,female,30,152,60,11,98,39.7,Machine,58
10316019,female,37,177,69,14,97,39.9,Cardio,73
10399838,male,31,183,83,15,91,40,Machine,58
10324929,male,68,196,105,24,96,40.9,Cardio,164
10403248,male,33,191,97,14,94,40.1,Machine,66
10327320,male,61,194,92,24,99,40.5,Cardio,160
10407006,female,35,157,61,11,84,39.8,Machine,43
10330872,female,61,179,76,21,99,40.3,Cardio,121
10413805,male,25,184,82,10,88,39.9,Machine,31
10334813,male,41,176,70,17,100,40.5,Cardio,92
10418794,male,40,179,86,10,97,39.9,Machine,52
10338403,male,40,189,92,26,116,40.9,Cardio,214
10420609,male,25,197,99,12,92,39.8,Machine,49
10341991,male,46,181,82,24,104,41,Cardio,156
10427860,female,41,161,56,11,98,39.8,Machine,61
10344316,male,45,196,102,27,110,41,Cardio,210
10438302,female,57,171,74,11,78,39.6,Machine,38
10345279,female,56,162,56,19,97,40.5,Cardio,109
10440868,male,22,185,83,11,86,40,Machine,29
10346831,male,40,185,90,17,94,40.5,Cardio,83
10446758,male,43,186,84,15,80,40.1,Machine,42
10352361,male,64,178,82,25,111,40.8,Cardio,211
10452954,female,25,171,66,13,98,39.8,Machine,67
10354557,male,44,175,78,15,100,40.5,Cardio,86
10460203,male,22,186,82,14,94,40.1,Machine,54
10354587,female,40,171,72,13,100,40,Cardio,72
10473927,male,32,194,94,13,97,39.9,Machine,65
10356022,female,63,155,57,27,116,40.8,Cardio,212
10478823,male,52,193,99,12,91,39.8,Machine,62
10361640,male,32,193,96,21,111,40.8,Cardio,151
10480955,female,31,171,69,14,93,40.3,Machine,65
10363700,male,66,188,98,26,114,40.7,Cardio,242
10484869,male,21,178,79,15,98,40,Machine,65
10364778,male,76,179,79,19,105,40.5,Cardio,153
10485333,male,39,188,92,10,101,39.8,Machine,59
10365426,female,23,172,65,26,108,40.6,Cardio,161
10486356,male,60,183,88,11,87,39.5,Machine,52
10366046,male,59,166,73,23,101,40.4,Cardio,149
10486892,male,33,180,85,14,94,39.8,Machine,62
10370812,male,45,191,99,14,96,40,Cardio,79
10502266,male,27,185,82,12,95,40,Machine,51
10374360,male,73,199,97,22,107,40.9,Cardio,189
10503799,female,29,180,76,12,97,39.9,Machine,60
10377282,male,51,190,94,21,105,40.4,Cardio,150
10504997,male,37,188,92,13,93,40.1,Machine,60
10380992,male,22,197,94,25,108,40.6,Cardio,155
10512468,male,71,191,91,12,87,39.8,Machine,64
10381933,male,52,180,77,20,108,40.2,Cardio,146
10519895,male,30,179,74,13,94,39.8,Machine,53
10387101,female,43,166,69,15,96,40,Cardio,78
10529633,female,58,164,62,12,93,39.7,Machine,63
10387414,female,60,159,58,22,107,40.5,Cardio,150
10531396,male,27,187,88,14,98,40.2,Machine,67
10387714,female,32,163,66,19,101,40.7,Cardio,106
10540926,male,31,189,94,16,90,40.4,Machine,63
10394832,female,28,164,61,14,107,39.9,Cardio,87
10548895,male,48,173,74,15,90,40.2,Machine,65
10411621,male,73,176,81,22,102,40.8,Cardio,165
10554747,male,64,195,99,13,87,40.3,Machine,67
10414602,male,44,175,80,28,102,40.8,Cardio,170
10556827,female,56,164,68,10,96,39.8,Machine,54
10416209,female,35,170,70,22,104,40.7,Cardio,130
10557003,female,50,175,74,11,88,40,Machine,48
10420513,male,21,191,95,25,110,40.8,Cardio,162
10574325,female,29,179,69,14,92,40.4,Machine,63
10424923,male,40,185,87,25,102,40.7,Cardio,150
10578158,female,34,163,61,13,96,40.1,Machine,67
10425714,male,37,179,79,23,101,40.6,Cardio,128
10578169,male,37,191,90,12,98,39.7,Machine,64
10428208,female,48,175,70,14,99,40.1,Cardio,78
10578173,male,22,188,92,11,96,39.6,Machine,48
10429031,female,63,172,69,24,101,40.7,Cardio,146
10581301,female,46,171,68,15,86,40.3,Machine,63
10433921,male,52,189,93,24,111,40.7,Cardio,194
10583829,female,31,177,72,10,93,39.4,Machine,46
10437907,female,58,159,61,25,111,41.1,Cardio,179
10587584,male,27,206,106,13,89,40.1,Machine,50
10440656,male,58,212,111,20,95,40.3,Cardio,127
10587939,female,41,153,56,12,92,40.2,Machine,59
10441273,male,45,191,91,14,94,39.9,Cardio,72
10590643,female,46,151,57,11,97,39.9,Machine,61
10445536,male,67,183,91,15,93,40.5,Cardio,91
10602562,male,67,190,87,10,90,39.9,Machine,55
10451792,male,43,185,85,19,94,40.3,Cardio,93
10603743,female,36,166,67,10,94,40,Machine,49
10454713,female,27,164,63,22,102,40.9,Cardio,124
10613630,male,33,189,94,11,83,39.8,Machine,33
10454943,male,21,167,65,21,102,40.5,Cardio,97
10619429,female,30,167,64,11,89,39.9,Machine,47
10458725,male,67,189,97,22,103,40.7,Cardio,169
10619608,male,61,178,86,12,92,39.9,Machine,66
10463486,male,23,194,97,15,101,40,Cardio,79
10620384,female,29,162,65,11,99,39.9,Machine,59
10466078,male,27,182,81,18,105,40.5,Cardio,103
10621456,female,58,175,71,11,100,39.8,Machine,65
10477080,female,44,168,66,25,110,40.7,Cardio,169
10623255,female,51,159,57,13,93,39.9,Machine,67
10481882,female,31,165,60,25,115,40.8,Cardio,179
10624312,female,23,165,66,13,95,40.1,Machine,62
10483224,male,79,189,94,23,100,40.6,Cardio,178
10626203,female,54,165,66,12,86,40.1,Machine,52
10483979,female,37,166,67,15,97,40.2,Cardio,78
10629705,male,36,183,85,11,98,40,Machine,57
10484454,female,21,164,59,24,111,40.6,Cardio,157
10630863,male,35,172,72,10,99,39.8,Machine,50
10485314,female,30,160,59,19,98,40.6,Cardio,101
10638410,female,46,180,75,12,93,40.1,Machine,58
10485469,male,22,165,67,27,119,40.4,Cardio,197
10641592,male,21,180,77,12,90,39.9,Machine,37
10487865,male,35,176,83,16,102,40.2,Cardio,91
10643480,female,31,168,67,13,95,40,Machine,64
10490363,female,36,180,75,19,98,40.6,Cardio,99
10651229,female,42,174,67,10,94,39.6,Machine,50
10491902,male,26,194,92,22,104,40.6,Cardio,127
10654578,male,22,185,83,12,85,40.1,Machine,30
10493663,male,57,176,76,23,101,40.9,Cardio,148
10660238,female,27,196,96,11,93,40,Machine,46
10493760,female,48,154,60,18,104,40.6,Cardio,113
10660887,female,32,160,56,11,97,40.2,Machine,58
10494078,female,67,186,76,27,107,40.6,Cardio,181
10664035,male,26,176,81,12,90,39.7,Machine,41
10497479,female,31,168,59,28,102,40.7,Cardio,161
10671134,male,33,159,64,11,90,39.8,Machine,37
10500280,male,33,180,82,21,101,40.7,Cardio,114
10678968,male,35,175,77,12,90,40.1,Machine,45
10500591,male,65,172,80,14,96,39.9,Cardio,86
10681639,male,66,174,81,14,87,40.2,Machine,68
10502259,male,22,173,79,29,115,40.7,Cardio,201
10683113,male,35,179,81,11,94,40,Machine,49
10504495,male,21,197,98,18,102,39.8,Cardio,96
10685242,female,24,175,74,17,88,40.5,Machine,67
10509477,male,65,177,78,30,112,40.6,Cardio,256
10689922,female,29,169,64,12,92,39.6,Machine,55
10515749,female,56,169,65,26,100,40.9,Cardio,154
10692785,male,28,161,66,17,92,40.4,Machine,59
10518304,female,21,164,62,27,106,40.6,Cardio,161
10695412,male,38,179,88,11,90,39.8,Machine,45
10519770,male,70,174,78,22,100,40.6,Cardio,153
10698262,male,23,179,82,15,91,40.2,Machine,51
10526924,female,57,159,61,24,99,40.6,Cardio,141
10699201,female,74,158,59,10,93,39.6,Machine,56
10527969,female,23,179,70,25,111,40.8,Cardio,161
10712255,male,45,194,103,14,85,39.9,Machine,57
10530197,male,27,189,93,16,95,40.3,Cardio,71
10713082,male,29,168,73,14,93,40.3,Machine,54
10530251,male,48,184,83,19,92,40.7,Cardio,91
10714333,male,29,181,77,13,97,40.1,Machine,59
10530300,male,57,175,76,28,109,40.6,Cardio,214
10732007,male,69,188,95,11,92,39.9,Machine,67
10546670,male,58,175,77,14,92,40.2,Cardio,72
10738453,female,65,162,62,14,86,39.8,Machine,65
10548379,male,78,179,80,21,100,40.5,Cardio,155
10739846,female,29,183,78,13,96,40.1,Machine,63
10558049,male,24,192,93,21,99,40.9,Cardio,103
10745344,male,27,173,71,12,97,40.4,Machine,52
10561782,male,57,175,82,22,112,40.2,Cardio,181
10747571,female,39,158,60,12,91,39.9,Machine,57
10565624,female,21,168,65,25,109,40.3,Cardio,156
10749242,male,32,192,90,13,94,40.3,Machine,58
10567295,male,32,188,94,19,95,40.6,Cardio,90
10749351,female,60,186,87,13,95,40.1,Machine,67
10567350,male,39,191,86,23,97,40.6,Cardio,119
10757752,male,21,187,88,12,97,39.9,Machine,52
10567476,female,38,157,60,28,109,40.7,Cardio,185
10765096,female,28,169,72,14,87,40.7,Machine,55
10569174,female,72,162,66,14,97,40.1,Cardio,82
10776630,male,22,197,99,18,91,40.5,Machine,68
10575242,male,32,175,74,26,93,40.7,Cardio,104
10777558,male,42,176,79,11,99,40.1,Machine,60
10580116,female,47,162,64,18,94,40.7,Cardio,92
10778677,female,34,167,64,11,90,39.9,Machine,49
10580576,male,53,191,101,21,106,40.7,Cardio,159
10780473,female,28,165,65,10,91,39.7,Machine,45
10583671,female,37,170,71,26,105,40.9,Cardio,157
10780991,female,25,174,67,11,94,39.8,Machine,52
10584576,female,25,181,78,15,96,39.9,Cardio,71
10791124,male,62,185,84,12,93,39.9,Machine,68
10587535,male,31,190,87,19,94,40.4,Cardio,83
10796348,female,32,162,56,10,93,39.5,Machine,49
10589768,female,22,177,71,15,98,40.4,Cardio,75
10797181,female,77,165,65,12,93,40.4,Machine,66
10590077,female,22,170,64,30,115,41.2,Cardio,208
10800990,female,46,174,72,11,92,39.7,Machine,53
10590765,male,63,200,105,15,102,40.3,Cardio,113
10803909,male,24,190,92,14,92,39.9,Machine,54
10597620,male,55,193,100,21,100,40.6,Cardio,141
10808502,male,27,167,67,14,91,40.1,Machine,46
10599351,male,23,182,83,20,104,40.2,Cardio,108
10811492,male,44,186,96,15,88,40.2,Machine,64
10599580,male,74,177,80,14,93,39.9,Cardio,86
10813173,female,44,151,56,10,91,39.8,Machine,49
10601792,male,24,192,86,27,106,40.5,Cardio,157
10820174,male,31,183,92,18,89,40.3,Machine,67
10613982,female,39,164,61,17,95,40.4,Cardio,87
10823777,male,61,182,93,14,82,40.2,Machine,58
10618567,female,63,168,65,19,96,40.3,Cardio,107
10826473,female,26,165,63,12,82,39.6,Machine,42
10618799,male,59,192,92,13,95,40.1,Cardio,78
10831217,female,71,176,72,11,92,39.4,Machine,57
10622381,female,63,176,79,29,111,40.5,Cardio,204
10833703,male,24,186,84,10,90,39.7,Machine,34
10622573,male,60,172,76,14,102,40.2,Cardio,94
10833946,male,53,182,78,12,91,40,Machine,58
10631102,male,36,168,77,14,104,40.2,Cardio,83
10838093,female,26,163,66,10,96,39.8,Machine,49
10633705,male,46,188,91,19,104,40.3,Cardio,127
10838690,male,33,186,84,14,94,40.1,Machine,62
10636936,female,22,167,67,21,95,40.1,Cardio,100
10856526,male,30,189,80,14,95,40.4,Machine,61
10654238,male,50,172,73,13,98,40.1,Cardio,73
10859138,male,60,201,102,11,88,39.9,Machine,57
10654757,male,75,190,98,26,103,40.9,Cardio,210
10861165,male,44,191,90,12,93,40,Machine,59
10657001,female,32,155,56,27,107,40.4,Cardio,172
10865269,male,25,197,103,15,94,40.1,Machine,67
10661999,male,52,189,90,22,96,40.5,Cardio,127
10867111,female,43,183,85,10,94,39.8,Machine,48
10662184,male,44,171,80,26,112,40.8,Cardio,197
10870238,male,45,181,86,10,92,39.9,Machine,47
10662599,female,60,166,66,22,111,40.6,Cardio,157
10870729,male,30,179,82,13,88,40,Machine,43
10663328,male,21,190,94,16,103,40.4,Cardio,86
10874559,female,35,172,71,11,85,39.9,Machine,42
10679148,male,47,183,91,20,94,40.5,Cardio,105
10880425,male,41,187,91,13,91,40.2,Machine,58
10679574,male,39,178,80,25,105,40.7,Cardio,157
10894320,female,39,175,66,15,86,40.3,Machine,61
10680585,female,48,181,74,26,102,40.9,Cardio,152
10902092,male,23,181,77,15,88,40,Machine,43
10682662,female,52,168,68,18,95,40.6,Cardio,95
10904484,male,24,174,78,10,82,39.7,Machine,20
10683484,female,24,175,75,20,101,40.9,Cardio,106
10905163,male,27,186,86,12,102,40.2,Machine,64
10684828,male,70,189,96,24,113,40.9,Cardio,224
10907310,female,49,158,62,10,93,39.9,Machine,51
10698004,female,44,166,64,25,101,40.8,Cardio,145
10913237,male,59,182,84,11,97,39.9,Machine,67
10698661,male,25,191,95,28,105,40.8,Cardio,166
10923379,female,27,160,60,12,92,39.9,Machine,55
10700293,female,27,174,77,30,112,40.9,Cardio,195
10926638,male,24,180,81,18,93,40.4,Machine,68
10706514,male,34,194,96,25,111,41.2,Cardio,182
10935124,male,35,193,98,10,85,39.7,Machine,35
10710082,male,59,190,93,22,93,40.7,Cardio,126
10936552,female,76,185,85,12,90,40.3,Machine,59
10710630,female,35,169,69,23,96,40.7,Cardio,116
10945597,male,39,182,87,11,85,39.9,Machine,37
10712052,male,56,192,101,18,96,40.3,Cardio,111
10952894,male,27,178,80,15,96,40.2,Machine,65
10715737,female,40,172,71,20,101,40.7,Cardio,113
10959171,female,31,160,62,13,92,40.1,Machine,61
10717701,female,44,173,66,25,88,40.6,Cardio,110
10964398,female,60,157,61,12,93,40.1,Machine,63
10719858,male,66,198,96,22,108,40.6,Cardio,184
10965339,male,48,199,101,11,95,40,Machine,62
10722301,male,25,173,72,22,93,40.5,Cardio,80
10965909,female,28,175,70,11,97,39.9,Machine,55
10728499,female,31,167,66,28,113,40.7,Cardio,192
10969709,male,37,172,72,14,97,40.3,Machine,67
10732268,female,58,159,57,21,101,40.5,Cardio,129
10971872,female,46,181,75,11,88,39.7,Machine,47
10732583,female,67,169,66,28,108,40.5,Cardio,195
10980657,male,57,182,84,11,98,39.9,Machine,68
10735479,male,36,190,96,17,90,40.3,Cardio,72
10994021,male,27,192,90,11,95,39.9,Machine,48
10736495,male,68,179,85,13,91,40,Cardio,74
11001116,female,27,181,75,10,89,39.6,Machine,41
10745078,male,55,189,93,14,98,40.2,Cardio,88
11003573,male,61,179,80,11,89,40.2,Machine,54
10749016,male,21,177,77,24,104,40.6,Cardio,125
11004182,female,24,169,65,13,93,39.9,Machine,60
10749574,female,37,163,57,23,102,40.6,Cardio,136
11007977,female,70,171,71,12,91,39.9,Machine,61
10752983,female,33,163,63,22,101,40.7,Cardio,124
11009203,male,21,186,80,18,90,40.3,Machine,57
10753818,male,64,178,83,24,103,41,Cardio,174
11012136,female,54,163,66,10,90,39.6,Machine,48
10753894,male,34,196,103,17,96,40.4,Cardio,88
11014098,male,21,171,70,17,96,40.4,Machine,65
10769898,male,28,181,81,16,96,40.2,Cardio,71
11026687,female,67,161,64,10,90,39.6,Machine,51
10779413,male,64,196,95,26,103,40.3,Cardio,195
11027066,male,31,176,80,11,81,39.7,Machine,25
10783304,female,54,159,60,19,104,40.6,Cardio,121
11027426,female,42,177,68,13,90,40,Machine,59
10784419,male,38,181,80,18,98,40.2,Cardio,93
11030463,male,22,195,89,15,93,40.2,Machine,58
10785168,male,22,170,68,21,103,40.4,Cardio,103
11030752,male,33,184,81,13,91,40,Machine,51
10788929,female,60,163,59,28,102,40.4,Cardio,176
11037310,male,22,184,82,14,87,39.9,Machine,39
10797742,male,78,184,87,11,94,39.6,Cardio,73
11044383,male,32,173,75,20,88,40,Machine,65
10798827,male,36,179,77,23,110,40.7,Cardio,157
11048061,male,26,191,93,12,93,40,Machine,49
10804602,male,33,183,85,18,99,40.5,Cardio,93
11053374,male,27,171,72,16,89,40.2,Machine,50
10808620,female,37,167,70,29,113,40.7,Cardio,200
11068378,male,22,187,86,11,90,39.7,Machine,37
10808673,female,74,164,66,24,107,40.6,Cardio,167
11068769,male,26,175,79,12,87,40.4,Machine,35
10809847,male,39,162,72,28,108,40.7,Cardio,183
11071429,male,53,187,89,10,98,39.7,Machine,61
10811092,female,69,169,67,29,111,40.7,Cardio,211
11074101,male,31,191,93,14,94,40.1,Machine,63
10814160,male,33,181,82,26,105,40.5,Cardio,157
11077526,female,71,165,67,13,89,39.9,Machine,65
10817414,male,37,185,87,13,101,39.7,Cardio,74
11080559,female,28,161,59,13,88,40,Machine,55
10822033,female,59,179,77,13,97,39.8,Cardio,71
11081726,male,30,199,99,16,90,40,Machine,64
10823725,female,28,178,74,18,100,40.5,Cardio,95
11095011,female,62,162,60,10,91,40.1,Machine,51
10836250,female,26,176,76,19,97,40.4,Cardio,93
11099585,female,34,190,91,12,89,40.2,Machine,48
10836299,male,76,195,93,23,96,40.5,Cardio,161
11103918,female,45,164,67,15,88,40.2,Machine,66
10837809,female,56,171,66,20,103,40,Cardio,124
11106719,female,64,167,69,12,95,40.3,Machine,66
10840798,male,25,171,75,28,102,40.8,Cardio,141
11107966,female,24,163,59,10,85,39.8,Machine,38
10841708,male,25,187,86,28,106,40.8,Cardio,165
11109935,male,38,172,75,12,95,40.1,Machine,55
10842264,female,22,163,59,16,104,40.1,Cardio,93
11111361,male,39,185,84,13,95,40,Machine,63
10850457,male,48,183,81,14,99,40.2,Cardio,82
11111864,male,57,177,83,12,91,39.7,Machine,61
10852352,male,50,172,74,21,101,40.5,Cardio,127
11127351,female,36,158,60,11,91,39.7,Machine,51
10854360,male,49,193,100,22,99,40.5,Cardio,138
11137896,male,62,185,92,11,87,39.8,Machine,54
10855360,male,26,211,113,15,103,40.1,Cardio,91
11140711,female,26,170,73,10,85,39.9,Machine,37
10856453,female,43,173,69,22,102,40.6,Cardio,128
11144418,female,67,171,72,11,88,39.9,Machine,52
10858968,male,52,184,88,27,111,41.2,Cardio,215
11152314,male,33,206,101,17,89,40.4,Machine,68
10864387,female,44,171,70,17,105,40.4,Cardio,105
11153703,male,30,183,81,10,88,40.1,Machine,33
10865090,male,27,195,94,20,98,40.5,Cardio,99
11156542,male,27,189,95,14,95,40.4,Machine,63
